[],[],"[Stomatognathic Diseases (C07), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C8025), DiseaseCodeDTO(vocabulary=DO, code=154), DiseaseCodeDTO(vocabulary=UMLS, code=C0344459)]",Malignant mixed salivary gland tumor,876.9065,"[DiseaseSynonymDTO(name=Malignant mixed salivary gland tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant mixed tumor of salivary gland (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant mixed tumour of salivary gland, isPTI=false), DiseaseSynonymDTO(name=Malignant mixed tumor of salivary gland, isPTI=true), DiseaseSynonymDTO(name=malignant mixed tumor of salivary gland (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Cancer of salivary gland, mixed tumor, isPTI=false), DiseaseSynonymDTO(name=Cancer of salivary gland, mixed tumour, isPTI=false), DiseaseSynonymDTO(name=Mixed Malignant Salivary Gland Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Malignant Salivary Gland Mixed Tumor, isPTI=false), DiseaseSynonymDTO(name=Mixed Malignant Tumor of the Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Malignant Mixed Cell Type Neoplasm of Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Malignant Mixed Neoplasm of Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Malignant Salivary Gland Mixed Cell Type Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Malignant Salivary Gland Mixed Cell Type Tumor, isPTI=false), DiseaseSynonymDTO(name=Mixed Malignant Neoplasm of Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Mixed Malignant Salivary Gland Tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Salivary Gland Mixed Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Mixed Malignant Neoplasm of the Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Malignant Mixed Tumor of the Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Malignant Mixed Neoplasm of the Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Mixed Malignant Tumor of Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Malignant Mixed Cell Type Neoplasm of the Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=Malignant mixed salivary gland tumour, isPTI=false), DiseaseSynonymDTO(name=Mixed tumor, salivary gland type, malignant, isPTI=false), DiseaseSynonymDTO(name=Mixed tumour, salivary gland type, malignant, isPTI=false), DiseaseSynonymDTO(name=salivary gland malignant mixed cell type tumor, isPTI=true), DiseaseSynonymDTO(name=cancer of the salivary gland, malignant mixed cell type tumor, isPTI=false), DiseaseSynonymDTO(name=malignant mixed cell type tumor, salivary gland, isPTI=false), DiseaseSynonymDTO(name=mixed cell type tumor, salivary gland, malignant, isPTI=false), DiseaseSynonymDTO(name=salivary gland mixed cell type tumor, malignant, isPTI=false), DiseaseSynonymDTO(name=Mixed tumor, malignant, NOS, isPTI=false)]",disease
[],[],"[Pathological Conditions, Signs and Symptoms (C23), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C77), DiseaseCodeDTO(vocabulary=NCI, code=C4904), DiseaseCodeDTO(vocabulary=MSH, code=D008207), DiseaseCodeDTO(vocabulary=MONDO, code=0005438), DiseaseCodeDTO(vocabulary=EFO, code=0004906), DiseaseCodeDTO(vocabulary=EFO, code=1001364), DiseaseCodeDTO(vocabulary=UMLS, code=C0686619)]",Secondary and unspecified malignant neoplasm of lymph nodes,876.44,"[DiseaseSynonymDTO(name=Secondary and unspecified malignant neoplasm of lymph nodes, isPTI=false), DiseaseSynonymDTO(name=Metastasis to Lymph Node, isPTI=false), DiseaseSynonymDTO(name=Metastatic Neoplasm to the Lymph Node, isPTI=false), DiseaseSynonymDTO(name=Metastatic Tumor to Lymph Node, isPTI=false), DiseaseSynonymDTO(name=metastasis of malignant neoplasm to lymph nodes (diagnosis), isPTI=false), DiseaseSynonymDTO(name=metastasis of malignant neoplasm to lymph nodes, isPTI=true), DiseaseSynonymDTO(name=Metastases to lymph nodes, isPTI=true), DiseaseSynonymDTO(name=Secondary malignancy of lymph nodes, isPTI=false), DiseaseSynonymDTO(name=lymph metastases node, isPTI=false), DiseaseSynonymDTO(name=cancer lymph nodes secondary, isPTI=false), DiseaseSynonymDTO(name=lymph node metastases, isPTI=true), DiseaseSynonymDTO(name=lymph metastasis nodes, isPTI=false), DiseaseSynonymDTO(name=lymph metastases nodes, isPTI=false), DiseaseSynonymDTO(name=lymph node metastasis, isPTI=false), DiseaseSynonymDTO(name=lymph node neoplasm malignant secondary, isPTI=false), DiseaseSynonymDTO(name=secondary malignant neoplasm of lymph nodes, isPTI=true), DiseaseSynonymDTO(name=secondary malignant neoplasm of lymph nodes (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Metastasis to lymph node (disorder), isPTI=false), DiseaseSynonymDTO(name=(Lymph node metastases) or (secondary and unspecified malignant neoplasm of lymph nodes) (disorder), isPTI=false), DiseaseSynonymDTO(name=(Lymph node metastases) or (secondary and unspecified malignant neoplasm of lymph nodes), isPTI=false), DiseaseSynonymDTO(name=Secondary and unspecified malignant neoplasm of lymph nodes (disorder), isPTI=false), DiseaseSynonymDTO(name=Metastatic Malignant Neoplasm to the Lymph Nodes, isPTI=false), DiseaseSynonymDTO(name=Metastatic Malignant Neoplasm in the Lymph Nodes, isPTI=true), DiseaseSynonymDTO(name=Cancer metastatic to lymph nodes, isPTI=false), DiseaseSynonymDTO(name=Metastasis, Lymph Node, isPTI=false), DiseaseSynonymDTO(name=Metastatic Malignant Neoplasm in Lymph Node, isPTI=false), DiseaseSynonymDTO(name=Secondary lymph node cancer, isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm of lymph node, isPTI=false), DiseaseSynonymDTO(name=Secondary malignant neoplasm of lymph node, isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm to lymph node, isPTI=true), DiseaseSynonymDTO(name=Metastatic malignant neoplasm to lymph node (disorder), isPTI=false), DiseaseSynonymDTO(name=Secondary malignant neoplasm of lymph node (disorder), isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm to lymph node, NOS, isPTI=false), DiseaseSynonymDTO(name=Secondary malignant neoplasm of lymph node, NOS, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9099), DiseaseCodeDTO(vocabulary=MONDO, code=0021297), DiseaseCodeDTO(vocabulary=UMLS, code=C4520735)]",Stage 0 Nasopharyngeal Carcinoma AJCC v7,872.85315,"[DiseaseSynonymDTO(name=Stage 0 Nasopharyngeal Carcinoma AJCC v7, isPTI=false), DiseaseSynonymDTO(name=Stage 0 Nasopharyngeal Carcinoma AJCC v6, isPTI=false), DiseaseSynonymDTO(name=Stage 0 Nasopharyngeal Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Stage 0 Nasopharyngeal Carcinoma AJCC v6, v7, and v8, isPTI=true), DiseaseSynonymDTO(name=Stage 0 Nasopharyngeal Carcinoma AJCC v8, isPTI=false), DiseaseSynonymDTO(name=Nasopharyngeal Carcinoma in situ, isPTI=false), DiseaseSynonymDTO(name=Stage 0 Carcinoma of Nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Stage 0 Carcinoma of the Nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Stage 0 Nasopharyngeal Cancer, isPTI=false), DiseaseSynonymDTO(name=Stage 0 Nasopharynx Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Carcinoma in situ of Nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Carcinoma in situ of the Nasopharynx, isPTI=false)]",disease
diseaseClasses_DO,diseaseClasses_HPO,diseaseClasses_MSH,diseaseClasses_UMLS_ST,diseaseCodes,name,search_rank,synonyms,type
[],[],"[Stomatognathic Diseases (C07), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C8026), DiseaseCodeDTO(vocabulary=MONDO, code=0003175), DiseaseCodeDTO(vocabulary=UMLS, code=C0279751)]",Adenoid cystic carcinoma of salivary gland,861.9164,"[DiseaseSynonymDTO(name=Adenoid cystic carcinoma of salivary gland, isPTI=true), DiseaseSynonymDTO(name=Adenoid cystic carcinoma of salivary gland (disorder), isPTI=false), DiseaseSynonymDTO(name=adenoid cystic carcinoma of salivary gland (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Adenoid Cystic Carcinoma of the Salivary Gland, isPTI=false), DiseaseSynonymDTO(name=salivary gland adenoid cystic carcinoma, isPTI=true), DiseaseSynonymDTO(name=adenoid cystic carcinoma, salivary gland, isPTI=false), DiseaseSynonymDTO(name=cancer of the salivary gland, adenoid cystic carcinoma, isPTI=false), DiseaseSynonymDTO(name=carcinoma of the salivary gland, adenoid cystic carcinoma, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9461), DiseaseCodeDTO(vocabulary=DO, code=7132), DiseaseCodeDTO(vocabulary=ORDO, code=284400), DiseaseCodeDTO(vocabulary=MONDO, code=0004114), DiseaseCodeDTO(vocabulary=EFO, code=1000129), DiseaseCodeDTO(vocabulary=UMLS, code=C1332564)]",Bladder Small Cell Neuroendocrine Carcinoma,861.62256,"[DiseaseSynonymDTO(name=Bladder Small Cell Neuroendocrine Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Small Cell Neuroendocrine Carcinoma of Urinary Bladder, isPTI=false), DiseaseSynonymDTO(name=Small Cell Neuroendocrine Carcinoma of the Urinary Bladder, isPTI=false), DiseaseSynonymDTO(name=Small cell neuroendocrine carcinoma of bladder, isPTI=true), DiseaseSynonymDTO(name=Small cell neuroendocrine carcinoma of bladder (disorder), isPTI=false), DiseaseSynonymDTO(name=Bladder Small Cell Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Poorly differentiated neuroendocrine carcinoma of the bladder, isPTI=false), DiseaseSynonymDTO(name=Small cell bladder cancer, isPTI=false), DiseaseSynonymDTO(name=SCCB, isPTI=false), DiseaseSynonymDTO(name=Small cell carcinoma of the bladder, isPTI=true), DiseaseSynonymDTO(name=Small cell carcinoma of the urinary bladder, isPTI=false), DiseaseSynonymDTO(name=Small cell bladder carcinoma, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],[Neoplasms (C04)],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9135), DiseaseCodeDTO(vocabulary=DO, code=6587), DiseaseCodeDTO(vocabulary=MONDO, code=0003936), DiseaseCodeDTO(vocabulary=UMLS, code=C1328544)]",Tubular breast carcinoma,861.39655,"[DiseaseSynonymDTO(name=Tubular breast carcinoma, isPTI=true), DiseaseSynonymDTO(name=Tubular breast cancer, isPTI=false), DiseaseSynonymDTO(name=Infiltrating Tubular Carcinoma of Breast, isPTI=false), DiseaseSynonymDTO(name=Infiltrating Tubular Breast Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Invasive Tubular Carcinoma of Breast, isPTI=false), DiseaseSynonymDTO(name=Infiltrating Tubular Carcinoma of the Breast, isPTI=false), DiseaseSynonymDTO(name=Invasive Tubular Breast Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Tubular Carcinoma of the Breast, isPTI=false), DiseaseSynonymDTO(name=Tubular Carcinoma of Breast, isPTI=false), DiseaseSynonymDTO(name=Invasive Tubular Carcinoma of the Breast, isPTI=false), DiseaseSynonymDTO(name=Breast Tubular Carcinoma, isPTI=true), DiseaseSynonymDTO(name=tubular ductal breast carcinoma, isPTI=true), DiseaseSynonymDTO(name=ductal tubular breast carcinoma, isPTI=false)]",disease
[],[],"[Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=DO, code=10548), DiseaseCodeDTO(vocabulary=MONDO, code=0850129), DiseaseCodeDTO(vocabulary=UMLS, code=C0346619)]",Malignant neoplasm of cardioesophageal junction of stomach,860.5371,"[DiseaseSynonymDTO(name=Malignant neoplasm of cardioesophageal junction of stomach, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of gastro-esophageal junction, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of cardioesophageal junction of stomach (diagnosis), isPTI=false), DiseaseSynonymDTO(name=esophageal neoplasm malignant cardioesophageal junction of stomach, isPTI=false), DiseaseSynonymDTO(name=Gastroesophageal cancer, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of cardio-esophageal junction of stomach, isPTI=true), DiseaseSynonymDTO(name=Malignant neoplasm of cardio-oesophageal junction of stomach, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of gastroesophageal junction, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of gastroesophageal junction of stomach, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of gastro-oesophageal junction, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of cardioesophageal junction of stomach (disorder), isPTI=false)]",disease
[],[],"[Musculoskeletal Diseases (C05), Neoplasms (C04), Skin and Connective Tissue Diseases (C17)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C4755), DiseaseCodeDTO(vocabulary=MONDO, code=0024469), DiseaseCodeDTO(vocabulary=UMLS, code=C0476147)]",cartilage neoplasm,858.1691,"[DiseaseSynonymDTO(name=cartilage neoplasm, isPTI=true), DiseaseSynonymDTO(name=neoplasm of cartilage, isPTI=true), DiseaseSynonymDTO(name=neoplasm of cartilage (diagnosis), isPTI=false), DiseaseSynonymDTO(name=[M]Chondromatous neoplasm NOS (morphologic abnormality), isPTI=false), DiseaseSynonymDTO(name=[M]Chondromatous neoplasms (morphologic abnormality), isPTI=false), DiseaseSynonymDTO(name=[M]Chondromatous neoplasms, isPTI=false), DiseaseSynonymDTO(name=[M]Chondromatous neoplasm NOS, isPTI=false), DiseaseSynonymDTO(name=Cartilage neoplasm NOS, isPTI=false), DiseaseSynonymDTO(name=Chondrogenic Neoplasm, isPTI=true), DiseaseSynonymDTO(name=Chondrogenic Tumor, isPTI=false), DiseaseSynonymDTO(name=Chondromatous Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Chondromatous Tumor, isPTI=false), DiseaseSynonymDTO(name=Neoplasm of the Cartilage, isPTI=false), DiseaseSynonymDTO(name=Tumor of Cartilage, isPTI=false), DiseaseSynonymDTO(name=Tumor of the Cartilage, isPTI=false), DiseaseSynonymDTO(name=Cartilaginous Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Cartilaginous Tumor, isPTI=false), DiseaseSynonymDTO(name=cartilage cancer, isPTI=false)]",disease
[],[],"[Stomatognathic Diseases (C07), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C8174), DiseaseCodeDTO(vocabulary=MONDO, code=0021538), DiseaseCodeDTO(vocabulary=UMLS, code=C0280306)]",verrucous carcinoma of oral cavity,846.7171,"[DiseaseSynonymDTO(name=verrucous carcinoma of oral cavity, isPTI=true), DiseaseSynonymDTO(name=verrucous carcinoma of oral cavity (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Snuff dipper's cancer, isPTI=false), DiseaseSynonymDTO(name=Verrucous carcinoma of the oral cavity, isPTI=false), DiseaseSynonymDTO(name=Verrucous Carcinoma of Mouth, isPTI=false), DiseaseSynonymDTO(name=Verrucous Carcinoma of the Mouth, isPTI=false), DiseaseSynonymDTO(name=Mouth Verrucous Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Ackerman Tumor, isPTI=false), DiseaseSynonymDTO(name=Verrucous carcinoma of oral cavity (disorder), isPTI=false), DiseaseSynonymDTO(name=oral cavity verrucous carcinoma, isPTI=true), DiseaseSynonymDTO(name=verrucous carcinoma, oral cavity, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=HPO, code=HP:0034512), DiseaseCodeDTO(vocabulary=NCI, code=C4830), DiseaseCodeDTO(vocabulary=DO, code=6888), DiseaseCodeDTO(vocabulary=MONDO, code=0004030), DiseaseCodeDTO(vocabulary=EFO, code=1001973), DiseaseCodeDTO(vocabulary=UMLS, code=C0577692)]",transitional cell carcinoma of ureter (diagnosis),845.92615,"[DiseaseSynonymDTO(name=transitional cell carcinoma of ureter (diagnosis), isPTI=false), DiseaseSynonymDTO(name=transitional cell carcinoma of ureter, isPTI=true), DiseaseSynonymDTO(name=Ureter transitional cell cancer, isPTI=false), DiseaseSynonymDTO(name=Transitional cell carcinoma ureter, isPTI=false), DiseaseSynonymDTO(name=Urothelial carcinoma ureter, isPTI=false), DiseaseSynonymDTO(name=Transitional-cell carcinoma of the ureter, isPTI=true), DiseaseSynonymDTO(name=Transitional cell carcinoma of ureter (disorder), isPTI=false), DiseaseSynonymDTO(name=Transitional Cell Carcinoma of the Ureter, isPTI=false), DiseaseSynonymDTO(name=Ureter Transitional Cell Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Ureteral Transitional Cell Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Ureteral Urothelial Cell Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Urothelial Cell Carcinoma of Ureter, isPTI=false), DiseaseSynonymDTO(name=Urothelial Cell Carcinoma of the Ureter, isPTI=false), DiseaseSynonymDTO(name=Ureter Urothelial Carcinoma, isPTI=true)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C4032), DiseaseCodeDTO(vocabulary=NCI, code=C39836), DiseaseCodeDTO(vocabulary=DO, code=3711), DiseaseCodeDTO(vocabulary=MONDO, code=0002751), DiseaseCodeDTO(vocabulary=EFO, code=1000125), DiseaseCodeDTO(vocabulary=UMLS, code=C0279682)]",adenocarcinoma of bladder,844.93414,"[DiseaseSynonymDTO(name=adenocarcinoma of bladder, isPTI=true), DiseaseSynonymDTO(name=adenocarcinoma of bladder (diagnosis), isPTI=false), DiseaseSynonymDTO(name=bladder adenocarcinoma, isPTI=false), DiseaseSynonymDTO(name=Adenocarcinoma of the Urinary Bladder, isPTI=false), DiseaseSynonymDTO(name=Adenocarcinoma of Urinary Bladder, isPTI=false), DiseaseSynonymDTO(name=Urinary Bladder Adenocarcinoma, isPTI=false), DiseaseSynonymDTO(name=Adenocarcinoma of bladder (disorder), isPTI=false), DiseaseSynonymDTO(name=Bladder Adenocarcinoma Excluding Clear Cell Adenocarcinoma and Endometrioid Adenocarcinoma, isPTI=false), DiseaseSynonymDTO(name=adenocarcinoma of the bladder, isPTI=true), DiseaseSynonymDTO(name=adenocarcinoma, bladder, isPTI=false), DiseaseSynonymDTO(name=bladder cancer, adenocarcinoma, isPTI=false), DiseaseSynonymDTO(name=Bladder Adenocarcinoma NOS, isPTI=false), DiseaseSynonymDTO(name=Bladder Adenocarcinoma, NOS, isPTI=false), DiseaseSynonymDTO(name=Bladder Adenocarcinoma, Not Otherwise Specified, isPTI=true)]",disease
[],[],[Neoplasms (C04)],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C27091), DiseaseCodeDTO(vocabulary=MONDO, code=0020663), DiseaseCodeDTO(vocabulary=UMLS, code=C0334230)]","Malignant tumor, fusiform cell type",832.1161,"[DiseaseSynonymDTO(name=Malignant tumor, fusiform cell type, isPTI=true), DiseaseSynonymDTO(name=Malignant tumour, fusiform cell type, isPTI=true), DiseaseSynonymDTO(name=spindle cell type neoplasm, isPTI=true), DiseaseSynonymDTO(name=spindle cell type neoplasm (diagnosis), isPTI=false), DiseaseSynonymDTO(name=malignant spindle cell neoplasm, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor - fusiform cell type, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor - spindle cell type, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor, spindle cell type, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour - fusiform cell type, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour - spindle cell type, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour, spindle cell type, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor, fusiform cell type (morphologic abnormality), isPTI=false), DiseaseSynonymDTO(name=tumor; fusiform cell (type), malignant, isPTI=true), DiseaseSynonymDTO(name=tumor; malignant, fusiform cell (type), isPTI=true), DiseaseSynonymDTO(name=Malignant Spindle Cell Tumor, isPTI=false), DiseaseSynonymDTO(name=Spindle Cell Cancer, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9222), DiseaseCodeDTO(vocabulary=DO, code=6163), DiseaseCodeDTO(vocabulary=ORDO, code=47044), DiseaseCodeDTO(vocabulary=MONDO, code=0003789), DiseaseCodeDTO(vocabulary=EFO, code=0000640), DiseaseCodeDTO(vocabulary=UMLS, code=C0879257)]",Hereditary Papillary Renal Carcinoma,831.2564,"[DiseaseSynonymDTO(name=Hereditary Papillary Renal Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Hereditary Papillary Renal Cell Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Hereditary papillary renal cell carcinoma (disorder), isPTI=false), DiseaseSynonymDTO(name=hereditary papillary carcinoma of the kidney, isPTI=false), DiseaseSynonymDTO(name=hereditary papillary carcinoma of kidney, isPTI=false), DiseaseSynonymDTO(name=hereditary kidney papillary carcinoma, isPTI=false), DiseaseSynonymDTO(name=Familial Renal Papillary Carcinoma, isPTI=false), DiseaseSynonymDTO(name=hereditary papillary renal cancer, isPTI=false), DiseaseSynonymDTO(name=HPRCC, isPTI=false)]",disease
[disease of cellular proliferation (14566)],[Neoplasm (02664)],"[Neoplasms (C04), Respiratory Tract Diseases (C08)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=OMIM, code=156240), DiseaseCodeDTO(vocabulary=HPO, code=HP:0100001), DiseaseCodeDTO(vocabulary=MSH, code=D000086002), DiseaseCodeDTO(vocabulary=NCI, code=C4456), DiseaseCodeDTO(vocabulary=DO, code=1790), DiseaseCodeDTO(vocabulary=DO, code=7474), DiseaseCodeDTO(vocabulary=ORDO, code=50251), DiseaseCodeDTO(vocabulary=MONDO, code=0006292), DiseaseCodeDTO(vocabulary=EFO, code=0000588), DiseaseCodeDTO(vocabulary=EFO, code=1000355), DiseaseCodeDTO(vocabulary=UMLS, code=C0345967)]","Mesothelioma, malignant",816.0776,"[DiseaseSynonymDTO(name=Mesothelioma, malignant, isPTI=true), DiseaseSynonymDTO(name=Malignant mesothelioma, isPTI=false), DiseaseSynonymDTO(name=Mesothelioma (malignant, clinical disorder), isPTI=true), DiseaseSynonymDTO(name=Mesothelioma (malignant)(clinical), isPTI=false), DiseaseSynonymDTO(name=MESOM, isPTI=false), DiseaseSynonymDTO(name=Mesothelioma, isPTI=false), DiseaseSynonymDTO(name=mesothelioma (diagnosis), isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm mesothelioma, isPTI=false), DiseaseSynonymDTO(name=Cancer, mesothelioma, isPTI=false), DiseaseSynonymDTO(name=Mesothelioma malignant, isPTI=false), DiseaseSynonymDTO(name=Mesothelioma malignant NOS, isPTI=false), DiseaseSynonymDTO(name=Mesotheliomas, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Mesotheliomas, isPTI=false), DiseaseSynonymDTO(name=Mesothelioma (malignant, clinical disorder) (disorder), isPTI=false), DiseaseSynonymDTO(name=Mesothelioma, malignant (morphologic abnormality), isPTI=false), DiseaseSynonymDTO(name=Malignant Mesothelial Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Malignant Mesothelial Tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of Mesothelium, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of the Mesothelium, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of Mesothelium, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of the Mesothelium, isPTI=false)]",disease
